phrase,prompt
My and inside is the on lip his looks it his grey skin is swollen and lip and had son pierced infected.,Infected wound
I play tennis I feel a shoulder pain,Shoulder pain
['i hsDe a problem in my baXI i xann)t extdjd it'],Back pain
When I wake up in the morning iodine I feel a soreness in my body,Muscle pain
I cannot breathe because of this dull ache below my left shoulder.,Heart hurts
"i can't move my leg, there is pain in be the joint",Joint pain
iodine feel angstrom great sum of pressure of my head.,Head ache
I a tightness my chest,Hard to breath
day. my for cough been I've every still cold but weeks over,Cough
moving knee difficulty having my,Knee pain
touch I it. when My hurts ear,Ear ache
My body feels weak and I tried to make it relax but it stills me,Body feels weak
excruciating feeling of loss could go away.,Emotional pain
I a pain in my,Muscle pain
I can't see the bleary sign I have a blurry vision,Blurry vision
"i have whooping cough with excess mucous, mucolytic.",Cough
iodine can't breath because of cough,Cough
['Wbdn I sganr up too auiVkky I start to geeo dizzy and oignt - headed'],Feeling dizzy
iodine feel truly sad all the time.,Emotional pain
iodine rich_person angstrom head pain every single day.,Internal pain
"wearing when cold, even I am am I always layers",Feeling cold
The pain in back like a sharp knife in it,Back pain
iodine aftermath up with angstrom stiff neck every morning. massage aid merely then angstrom couple of days later it's back again.,Neck pain
I feel a sharp pain in the stomach after eating,Stomach ache
it gets when acne My worse is hot,Acne
knocked my foot and it really,Foot ache
study. library quiet to place The a is,out of context
rash skin my a on I have,Skin issue
There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does Department_of_Energy not help.,Muscle pain
itching. skin My is,Skin issue
I a shortage,Hair falling out
think my body temperature is very,Feeling cold
learning how get_down started paint. recently to,out of context
['Evs3y tKje I look to IeCt I f$Sl a sharp pain in my MecM.'],Neck pain
"['I feFO Vjzzy 3nen I set in - front of my lapt)9 for an hi*r or two, what oissiblG S0uld be the 4eas*n?']",Feeling dizzy
I feel pain in my knee when I climb the stairs.,Joint pain
['WhFB I R3ied to tzk$ care if my hqJr I found ^har it is falling out'],Hair falling out
itch at front and center of scalp,Hair falling out
I feel a lot of pain in the joints.,Joint pain
Anytime I play tennis I feel pain,Shoulder pain
"i was diagnosed with pneumonia, can't breath",Hard to breath
iodine rich_person angstrom dull ache inch my head,Head ache
My morning. ache head this I up since woke,Head ache
['My hueVles in my lower bqsk are wchigg.'],Muscle pain
in terrible my have pain I heart,Heart hurts
The sunset was beautiful last evening.,out of context
I feel dizzy when i make sudden movements,Feeling dizzy
i'm cold so not feeling good I'm,Feeling cold
i feel feel cold,Feeling cold
['I 3Ake up at Higbt EeelLJg cold'],Feeling cold
My chest hurts when I smoke,Internal pain
['I vedl a Vr3at pain in my WjouldWr joint and it E(es not go SwAy'],Joint pain
I hve cut my finger because of playing football and I to apply pain relief cream but it does not help,Injury from sports
I have a hard muscle pain since i went to the gym,Muscle pain
"I struggling to bear weight on my knee, when i stand straight I feel and hear a loud popping noise.",Knee pain
['ThSDe is tNiD pqiH tna^ radiates ftPm my chest up to my left arm.'],Heart hurts
I fell inch a stiffness in my elbows and shoulders,Joint pain
morning when I wake up neck feels like slept in,Muscle pain
i hit the try ground when trying to shoot a basketball,Injury from sports
I stand up too feel as I'm going to,Feeling dizzy
I have a sharp pain and clicking sound in my ankle joint when I try stand on it and walk.,Joint pain
I need to buy a new laptop,out of context
I feel aching on my insides.,Internal pain
and went my acupuncture's I an feel to shoulder in I practice 100 like had needles,Shoulder pain
"When I stand up, I like I'm going fall down instantly",Feeling dizzy
I have a pain in my stomach,Internal pain
I don't have problems taking in breath but out breath is so heavy,Hard to breath
I feel a burning sensation in my guts about 2 hours after each meal. sensation,Stomach ache
My chest acne breaks out and never clears thorax up.,Acne
When iodine aftermath up iodine americium feeling cold,Feeling cold
My to heart feels explode. like it's going,Heart hurts
My knee look to swot arsenic iodine go up Oregon down stairs.,Knee pain
['i hwCe a problem in my baDU i cZnHot extejr it'],Back pain
My shoulder pain agreat has,Shoulder pain
me embarrassed. was to causing feel acne The,Acne
iodine rich_person shooting striving up and down my back.,Back pain
My ear ringing.,Ear ache
My acne acne gets worse when it is hot,Acne
"My after aches why? soda drink, drink any I stomach",Stomach ache
sometimes iodine feel like angstrom claw on my thorax that leaf Maine breathless.,Hard to breath
I have throbing in my shoulder,Shoulder pain
['I ffe. a tLghtj@ss in my checG'],Hard to breath
I merely used alot of pain killer to get better but i still feel the same back pain,Back pain
I can't sleep I have a hard cough,Cough
I'm not good i feel dizzy,Feeling dizzy
favorite favorite blue. color is,out of context
iodine feel pain when iodine think of her,Emotional pain
iodine feel heart pain when iodine walk angstrom batch,Heart hurts
i feel pain in my knee,Knee pain
iodine rich_person angstrom pain internal,Internal pain
Sharp pain and heavy breathing,Internal pain
iodine feel angstrom strange and powerful pain inside my rib cage,Heart hurts
I toppled over while jumping to catch the ball.,Injury from sports
I can't stand I feel my is moving my,Head ache
my shoulder be pain Maine,Shoulder pain
['My sGomWDh has nern sore aLnce yesterday.'],Stomach ache
iodine feel angstrom great sum of pressure of my head.,Head ache
My be skin is itching.,Skin issue
My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.,Infected wound
"[""I hQDe a Ecav on the badj of my hand tbxt jKsH won ' t go zwAy.""]",Skin issue
My head gets dizzy when I try to get up.,Feeling dizzy
['I lob4 to bardeM but I get a terrible twiMg# in my loQee back DYen I lesJ over.'],Back pain
in lower back makes my ache have a to I which move difficult dull it,Back pain
['My DouNh is very Geqvy and I have m&c ts.'],Cough
I have a pain in my muscle,Muscle pain
I feel a great amount of pressure on the sides of my neck,Shoulder pain
"Laceration, rupture or opening in the skin",Open wound
The traffic Washington truly bad this,out of context
What helps cuts heal faster? cut,Open wound
iodine can barely breathe,Hard to breath
Cats are independent but loving animals.,out of context
m feeling cold though the temperature is high,Feeling cold
I have pain in my chest that saddens me.,Heart hurts
"side on a is where feel pain my I of the my heart chest, left",Heart hurts
discomfort Oregon pain that be felt astatine some point along the front of the body between the neck and upper_berth abdomen.,Internal pain
"Every time I make an effort, I felt dizzy.",Feeling dizzy
having difficulty moving my knee,Knee pain
iodine detect Associate_in_Nursing important decrease inch my vision when iodine attempt to expression astatine things up close.,Blurry vision
I can't sleep I have a hard cough,Cough
['The Xedere pWij in the sgomasy I feel'],Stomach ache
iodine lose angstrom batch of my hair,Body feels weak
my hand open wound got infected,Infected wound
there my joints like are in pins Feels needles and sticking,Joint pain
soreness I When wake feel I in up in my body morning the a,Muscle pain
library is quiet place study.,out of context
"i was diagnose diagnosed with pneumonia, i can't breath easily.",Hard to breath
I feel like there is something swollen inflamed the back of my knee.,Knee pain
When I stand feel dizzy I do know why,Feeling dizzy
My head injury inch the back and the pain stopping_point all day.,Head ache
['Hearing any loud z0unds mskex my ear acjfs'],Ear ache
I'm feeling nauseous,Stomach ache
knee my feel pain in i,Knee pain
"['I started twk8ng swimming lsssogE and I vuese I s2alloQ3d too much water turijgh my nose, bscWuqe Hhiq sinusitis is kull&nt me now.']",Injury from sports
difficult it problem too see a to objects is have i seeing in,Blurry vision
to place is study. The library quiet,out of context
I've got a hard time to breath- am I having a heart attack?,Hard to breath
every I enjoy running park,out of context
['I feel ?kke there is som2^hOng qwilleG and inflamed at the baDM of my kme$.'],Knee pain
"a in ache feels foot why? winter, or I have cold, it when",Foot ache
I cannot breathe dull ache below my left shoulder.,Heart hurts
The knee feels like it rusted and I suddenly cannot bend suddenly it anymore.,Knee pain
"i am feeling so dizzy, body is so fragile.",Body feels weak
['qinDe I wRBt into the gor3st I GavR pain on my ear'],Ear ache
is spinning I the feel like room,Feeling dizzy
['i Gwel pain in my naxk'],Back pain
feel chest I in congestion my,Cough
i feel pain in my body,Internal pain
I have an open wound in my arm,Open wound
itching. My skin is,Skin issue
pain pain does relief cream in apply tried There is not a help. it I have sharp to my but bicep.,Muscle pain
There are some pimples on my face that bother me a lot,Acne
now is active very my but in pain. sports I body feeling was,Injury from sports
['i hsge a 9aig in my Grspes'],Muscle pain
severe pain inch the ear,Ear ache
iodine aftermath up with angstrom stiff neck every morning. massage aid merely then angstrom couple of days later it's back again.,Neck pain
['my ear jurhs me gxdly'],Ear ache
['My knee cStcG3s and hurts 1heB I birs$ stand up after siR%Lng.'],Knee pain
My neck injury Maine and iodine can't base with this pain,Neck pain
playing hurts football foot me My of lot a,Foot ache
feels like my heart going to leap out of my body. It hurts.,Heart hurts
I can't get a girlfriend because of my acne.,Acne
My knee doesn't want bend to bend well.,Knee pain
I think there's fluid in my ears.,Ear ache
I have in my chest saddens me.,Heart hurts
I feel shoulder pain at intervals iodine of time.,Shoulder pain
"['I Vsll 6Y#ough a wundPw QYile I was cleaning it and I hxv4 a xharF of glass stJcu in my left eye, I think it is pretty s$rkkus, pleWsD Melo!']",Open wound
My foot. throbs I when joint put on my ankle pressure,Joint pain
"['I am al3ayq cold, ev@b Dheh I am weae8nT layers']",Feeling cold
I had iodine internal pain and gases when I ate indian spicy food yesterday,Internal pain
I feel a amount of pressure the sides of my neck,Shoulder pain
iodine feel angstrom huge emotional pain after iodine interrupt up with my girlfriend.,Emotional pain
