phrase,prompt
My stomach feel start pain merely then information_technology feel better after iodine eat something mild.,Stomach ache
"I have a blurry vision since I woke up this morning, what could be the reason?",Blurry vision
"I was diagnosed iodine with B12-deficiency anemia, which explains why I always felt cold.",Feeling cold
when iodine aftermath up inch the morning iodine feel dizzy,Feeling dizzy
iodine feel angstrom batch of pain inch the joints.,Joint pain
My back is hurting so back much.,Back pain
I'm very worried that I'll go bald soon. Am I very sick? go,Hair falling out
['I fwlf my BearG Jirts when I ran for along rKstabce'],Heart hurts
I feel fluid trying come I cough.,Cough
I sliced myself deeply with a knife while I was cooking,Open wound
iodine cut my hand angstrom couple of days ago and although iodine didn't think iodine necessitate information_technology stitch information_technology hasn't close up.,Open wound
"can't bash any exercise, iodine feel weak",Body feels weak
Stomach pain after drinking milk,Stomach ache
How bash you know if you rich_person angstrom tear meniscus inch your knee?,Knee pain
I have a neck pain when I sit in-front of my laptop.,Neck pain
i myself during the match,Injury from sports
I have a dry throat,Cough
When iodine walk iodine get angstrom knife pain inch the top of my foot,Foot ache
a of back up days then neck stiff wake Massage with but a I helps couple it's later again. morning. every,Neck pain
['All of a Euwden I felt cJzzy wTDn I sGoid up.'],Feeling dizzy
My head hurts whenever I try to do something.,Head ache
I have a dull ache in lower which makes it move,Back pain
A terrible fall in hair awful,Hair falling out
start When I'm too high I start to feel dizzy,Feeling dizzy
a sharp pain in my bicep,Muscle pain
My daughter have her eyebrow weave and information_technology pull Associate_in_Nursing opening of skin inch one of her brow that be now bouffant and oozing.,Infected wound
"[""I ' ve trJ$d resSinV boo.x, but notGOnr can DheDr me up.""]",Emotional pain
Every time I comb my hair there are so many hair in my comb.,Hair falling out
I need a kind of cream wich make my muscles more relaxed,Muscle pain
hair is falling out just by combing it.,Hair falling out
When I play football I have joint pain.,Joint pain
['i feel psOn in my bkdj'],Internal pain
"When iodine move my shoulder, it's like lightning be being sent done my shoulder",Shoulder pain
My always falls out and i have lost lot of hair lately,Hair falling out
iodine feel like I've always get something inch my throat,Cough
I have a lot of mucus when I cough.,Cough
My wound opened up,Open wound
My hair be fall when iodine americium comb it.,Hair falling out
My heart is beating fast and be it scares me.,Heart hurts
All of a sudden I felt I up.,Feeling dizzy
I feel a bone-on-bone pain in my knees when I climb stairs.,Joint pain
"[""I ' ve tEieX DeafLng boo>X, but jo^himg can fh4er me up.""]",Emotional pain
have I whenever of running. I pain knee go a lot,Knee pain
I hit hit myself and the would doesn't want to heal,Open wound
I need a kind muscle of cream wich make my muscles more relaxed,Muscle pain
foot The arches of my feet hurt when I wear heels,Foot ache
All of a sudden I felt dizzy I up.,Feeling dizzy
I'm not good good i'm feeling so cold,Feeling cold
i have shoulder rich_person pain after doing any home work.,Shoulder pain
It itches my ears.,Ear ache
When I lift my arms up rich_person I have a soreness in my shoulders,Shoulder pain
I have a split on my thumb that will on not heal.,Open wound
I have a stopping_point very rash sensation close to my arms,Skin issue
My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.,Infected wound
my hand open wound get infect,Infected wound
"[""I feel ljoe I ' ve alsahs got som$^Ning in my tm4oat""]",Cough
I back I turned 70 years old.,Back pain
When I tried to take care if my hair hair I found that it is falling out,Hair falling out
['TheFs is HNis pain thq$ radiates Veom my chest up to my lDrt arm.'],Heart hurts
It feels like someone stuck a knife into my shoulder,Shoulder pain
hearing any loud sound brand my ear ache,Ear ache
unbearable. The my is ear pain in,Ear ache
clusters away. on I that of go never face get my pimples,Acne
red flushes accompanied itchy,Skin issue
I usually have a bad cough when I get flu. normally,Cough
My sore isn't healing well and it's been like this for two weeks. like,Open wound
['I feel a sharp lqin in the stomach aftFE 3atint'],Stomach ache
Every time I look to left I feel a sharp pain in my neck.,Neck pain
"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open",Open wound
depressed my hair I falling when out see feel I,Hair falling out
My acne get worse when information_technology be hot,Acne
['I habD a problem in the ecpi%atiog NeFWuse i have abr0ncGixl asthma'],Hard to breath
['SjncD I wSn4 im^o the Gorrst I have pain on my ear'],Ear ache
['wb2n i Daisw my hajc i fd3l pain in my shoulder.'],Shoulder pain
iodine feel angstrom strange and powerful pain inside my rib cage,Heart hurts
I feel pain in my neck after waking,Neck pain
My looks like not healing well.,Infected wound
The area around my heart heart doesn't feel good.,Heart hurts
"[""I fe2/ ljJe I can Tardpy br@aHge HnlDss I get eTat ' s in my lungs out""]",Cough
hate acne. my I,Acne
When I stand up too start to dizzy and light-headed,Feeling dizzy
I had an accident and my wound was open when I arrived to hospital,Open wound
There is this pain that radiates from my chest up to my left arm.,Heart hurts
I m feeling cold though the temperature is high cold,Feeling cold
"[""I don ' t uavd )r9bleJs takiJH in breath but out GGeath is so heQv&""]",Hard to breath
How bash you know if you rich_person angstrom tear meniscus inch your knee?,Knee pain
My patella feel like information_technology be grate bone on bone when iodine walk.,Knee pain
I feel depressed when I my falling out,Hair falling out
['I l8De a lot of my hwi#'],Body feels weak
Surgical wound infections,Infected wound
i cant sleep because of cough,Cough
Chronic bowel intestine Pain,Internal pain
I iodine feel pain in my back,Back pain
"iodine rich_person angstrom bleary vision and iodine can't see inch the dark , what be the reason doctor ?",Blurry vision
The pain feels like it's right below the skin right,Muscle pain
My joints ache whenever it is cold,Joint pain
I dizzy whenever I stand up.,Feeling dizzy
my neck injury Maine and iodine can't expression down Oregon up,Neck pain
I by plane a few ago and this time during my ears remained clogged and painful.,Ear ache
"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a just break.",Emotional pain
"['The >as4 fims I cl&9peS my toenS&Is, I cut tydm too short and now I NavS an inf#dyed nail.']",Infected wound
I feel aching on my insides.,Internal pain
iodine get acne when iodine Ate chili,Acne
"my for I my I wheel, can at worried driving, eyes because teary. barely am am when I feel focus the",Blurry vision
My is sore.,Neck pain
After an hard working day day I have foot ache,Foot ache
I've had this cough for two have weeks.,Cough
my neck hurts expression me and i can't look down or up,Neck pain
i having problems seeing things feel like a everything,Blurry vision
"information_technology be difficult to breath when iodine americium inch the underground metro station, why?",Hard to breath
iodine I feel suicidal.,Emotional pain
"laceration, rupture or opening in the skin",Open wound
foot there pain in my foot,Foot ache
iodine feel angstrom sharp pain inch the stomach after eating,Stomach ache
iodine could not exercise because of my knee pain,Knee pain
i'm injure iodine can't play sport,Injury from sports
took doesnÕt help it panadol i a and i have but migrain,Head ache
I've be over my cold for week merely still cough every day.,Cough
My stallion entire body is freezing.,Feeling cold
When i eat i feel my stomach hurts,Stomach ache
It's difficult to see things,Blurry vision
My if it I lower hurts back it but improves stretch,Muscle pain
My daughter had her ears pierced and one of her ear lobes is have bright red and burning hot.,Infected wound
My lower back hurts but it improves I it,Muscle pain
during hangover from brain my thought twenties: in worst headache to I a was inflammation. sincerely The was going I die,Head ache
"['I kswd to be out of brwaYh sftsr gLJng up a dozsj of staKrQ, but now I s%euNgle to breQtG even when I sit SKwn.']",Hard to breath
['I fWwl ligNtGeaEeC dh#n I stand up'],Feeling dizzy
i My or me it can't bend hurts back walk and,Back pain
walk. bone on feels grating like bone I when is it kneecap My,Knee pain
My back be pain sol much.,Back pain
I have a scab on the back of my hand that just won't go away.,Skin issue
iodine rich_person found some issue inch my skin and try to use cream merely information_technology doesn't get better,Skin issue
I often get stomach ache after I I haven't been to pinpoint which foods might be trigger.,Stomach ache
['I hsv3 difficulty in breathing in x%owred pkWces.'],Hard to breath
"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?",Feeling dizzy
I have a blurry vision I up what could be the,Blurry vision
I had alot of exercise have yesterday so i feel sharp muscle pains,Muscle pain
i cant,Cough
I've tried reading but can cheer me up.,Emotional pain
I have some pain when i'm walking around my knees,Joint pain
is it? my new. on red cheeks spots These What are,Skin issue
rupture or opening in the skin,Open wound
I can't see I a blurry vision,Blurry vision
Chronic bowel Pain,Internal pain
iodine rich_person trouble travel my neck,Neck pain
iodine rich_person angstrom back pain since iodine turn seventy old_age old.,Back pain
"evening if the temperature be high inch the house, my body be always cold",Feeling cold
My wound opened up again,Open wound
longitudinal burning line across back with longitudinal hard respiratory movements,Back pain
Have severe cold and cough,Cough
"have enough stength hardly up, get I to",Body feels weak
iodine feel like the universe go round and round,Feeling dizzy
feel like lungs heavy filled My they with are mucus,Cough
The pain in my ear,Ear ache
at intervals of,Shoulder pain
"left My left ear is ok, but the right one feels like it's being stabbed with a nail.",Ear ache
My head is get spinning when I get up.,Feeling dizzy
I have some terrible problems problem when i'm breathing during the night.,Cough
"information_technology be difficult to breath when iodine americium inch the underground metro station, why?",Hard to breath
"i walked a long for 3 km, i feel pain in my foot like foot ache",Foot ache
my hair isn't,Hair falling out
i feel cold,Feeling cold
My is very dry peeling.,Skin issue
i have a pain in my angstrom elbow joint,Joint pain
area around my heart feel good.,Heart hurts
iodine rich_person angstrom ear ache when iodine go to the pool,Ear ache
I could exercise because my knee pain,Knee pain
['NRsd to sFfaFch my s>un every minute'],Skin issue
I can't move my head up and down.,Neck pain
The severe pain in the stomach I feel,Stomach ache
be my cut infect Oregon just healing?,Infected wound
I discomfort throughout the body general,Body feels weak
